번호,도서관명,도서관홈페이지,상품종류,제목,저자,출판사,출판일,국제표준도서번호,보유 종수,공급사,대분류,중분류,데이터 기준일자
5280,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,워킹코드,이경렬 저,21세기북스,2016-02-18,9.79E+12,2,YES24,경제/경영,경영관리,2025-08-22
5281,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,원스 어폰 어 타임 인 메트로,카렌 메랑 저/김도연 역,달콤한책,2016-03-18,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5282,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,원코스 도쿄,조명화(B급여행)  저,테마여행신문 Theme Travel News,2016-05-03,9.79E+12,1,YES24,여행/취미,여행/관광,2025-08-22
5283,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,월수익 1000만원 만드는 실전 블로그마케팅,김홍한 저,아틀라스북스,2015-11-17,,1,YES24,경제/경영,마케팅/세일즈,2025-08-22
5284,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"위기의 한국 경제, 그래도 희망은 있다",유동원 저,원앤원북스,2016-02-11,9.79E+12,1,YES24,경제/경영,경제일반,2025-08-22
5285,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,위대한 리더의 생각,"리 G. 볼먼,테런스 E. 딜 공저/박준형 역",시그마북스,2016-03-08,9.79E+12,1,YES24,경제/경영,경영관리,2025-08-22
5286,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,위대한 부의 대전염,"조디 삭세 저, 소양 역 저",이페이지,2016-03-04,9.79E+12,1,YES24,종교,그외 종교,2025-08-22
5287,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,위와 장을 살리는 초간단 요리 레시피,허주 저,u-paper(유페이퍼),2016-04-21,             ,1,YES24,가정/생활/요리,요리,2025-08-22
5288,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,윈터 살인사건,S. S. 반 다인 저,해문출판사,2016-03-22,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5289,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"유럽의 첫 번째 태양, 스페인","서희석,호세 안토니오 팔마 공저",을유문화사,2015-10-16,9.79E+12,1,YES24,역사/문화,세계사,2025-08-22
5290,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,유배지에서 보낸 정약용의 편지,정약용 저/박지숙 편,보물창고,2015-07-15,9.79E+12,1,YES24,역사/문화,역사인물,2025-08-22
5291,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,유시민의 글쓰기 특강,유시민 저,생각의길,2015-04-06,,1,YES24,인문,인문학일반,2025-08-22
5292,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,유시민의 논술 특강,유시민 저,생각의길,2015-06-23,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5293,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,유인력 끌어당김의 법칙,에스더 & 제리 힉스 저/박행국 역,나비랑북스,2015-02-26,,1,YES24,자기계발,성공/처세,2025-08-22
5294,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,육식제국,티머스 패키릿 저/이지훈 역,애플북스,2016-01-29,9.79E+12,1,YES24,정치/사회,사회학,2025-08-22
5295,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,윤동주 작품집 1,윤동주 저,STUDIO1319,2016-03-10,9.79E+12,1,YES24,시/에세이,시,2025-08-22
5296,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,윤동주 작품집 2,윤동주 저,STUDIO1319,2016-03-10,9.79E+12,1,YES24,시/에세이,시,2025-08-22
5297,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,윤동주 작품집 3,윤동주 저,STUDIO1319,2016-03-17,9.79E+12,1,YES24,시/에세이,시,2025-08-22
5298,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,윤동주 작품집 4,윤동주 저,STUDIO1319,2016-03-17,9.79E+12,1,YES24,시/에세이,시,2025-08-22
5299,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,율곡 이이 직간,율곡 이이 저/오세진 역,홍익출판사,2016-03-08,,1,YES24,인문,동양철학,2025-08-22
5300,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"으라차차, 시골뜨기 나가신다!",안선모 / 조민경 그림 저,살림출판사,2013-07-08,9.79E+12,2,YES24,유아,그림책,2025-08-22
5301,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,음식의 언어,댄 주래프스키 저/김병화 역,어크로스,2015-04-03,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5302,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,의자 뺏기,박하령 저,살림Friends,2015-03-04,9.79E+12,2,YES24,청소년,청소년 인문교양,2025-08-22
5303,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"의학, 인문으로 치유하다",예병일 저,한국문학사,2015-07-20,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5304,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"이건희, 그의 말을 보면 성공이 보인다",편집부 저,케이트북스,2016-03-17,9.79E+12,1,YES24,경제/경영,경영관리,2025-08-22
5305,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이기는 프레임,"조지 레이코프,엘리자베스 웨흘링 공저/나익주 역",생각정원,2016-03-08,9.79E+12,1,YES24,정치/사회,정치/외교,2025-08-22
5306,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이순신의 7년 1,정찬주 저,작가정신,2016-04-20,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5307,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이순신의 7년 2,정찬주 저,작가정신,2016-04-20,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5308,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이스탄불 뮤지엄패스,조명화(B급여행)  저,테마여행신문 Theme Travel News,2016-04-12,9.79E+12,1,YES24,여행/취미,여행/관광,2025-08-22
5309,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이슬람 전사의 탄생,정의길 저,한겨레출판,2015-03-13,9.79E+12,2,YES24,역사/문화,세계사,2025-08-22
5310,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이슬람 전쟁사 - 살림지식총서 532,진원숙 저,살림출판사,2015-10-29,9.79E+12,2,YES24,역사/문화,세계사,2025-08-22
5311,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이어도사나,김영욱 글/최성아 그림,어린이작가정신,2016-01-26,9.79E+12,1,YES24,유아,그림책,2025-08-22
5312,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이연복의 가정식 중화요리 추천 8,이연복 저,웅진지식하우스,2015-10-01,9.79E+12,1,YES24,가정/생활/요리,요리,2025-08-22
5313,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이욱정 PD의 요리인류 키친,이욱정 저,예담,2015-12-18,9.79E+12,2,YES24,가정/생활/요리,요리,2025-08-22
5314,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이제 난 어린애가 아이에요!,마주한 저,온새미로,2016-04-11,9.79E+12,1,YES24,유아,그림책,2025-08-22
5315,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,이토록 철학적인 순간,로버트 롤런드 스미스 저/남경태 역,웅진지식하우스,2015-12-10,9.79E+12,1,YES24,인문,교양철학,2025-08-22
5316,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인간의 위대한 질문,배철현 저,21세기북스,2015-12-11,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
5317,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인공지능과 딥러닝,마쓰오 유타카 저/박기원 역/엄태웅 감수,동아엠앤비,2015-12-30,9.79E+12,1,YES24,정치/사회,사회학,2025-08-22
5318,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인문의 바다에 빠져라,최진기 저,스마트북스,2014-09-23,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5319,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인문학 습관,윤소정 저,다산초당,2015-11-12,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5320,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"인문학적 읽기, 그 차이와 사이",박태웅 저,글타래,2015-04-01,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5321,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인생게임,베렐레 저,u-paper(유페이퍼),2016-03-09,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5322,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인생교과서 간디,"류성민,류경희 공저",21세기북스,2016-01-19,9.79E+12,2,YES24,인문,교양철학,2025-08-22
5323,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인생교과서 니체,"이진우,백승영 공저",21세기북스,2016-02-29,9.79E+12,2,YES24,인문,교양철학,2025-08-22
5324,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인생에 가장 중요한 7인을 만나라,리웨이원 저/허유영 역,비즈니스북스,2015-06-19,9.79E+12,1,YES24,자기계발,인간관계,2025-08-22
5325,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인생을 바꾸는 데는 단 하루도 걸리지 않는다,고바야시 세이칸 저/김윤희 역,토네이도,2015-11-27,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5326,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인생의 목적 찾기,"윌 에드워드 저, 소양 역 저",이페이지,2016-03-04,9.79E+12,1,YES24,종교,그외 종교,2025-08-22
5327,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인생의 정석,베렐레 저,u-paper(유페이퍼),2016-03-09,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5328,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인생이 심플해지는 고민의 기술,와다 히데키 저/장은주 역,가나출판사,2015-11-26,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5329,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,인연이 모여 인생이 된다,주철환 저,샘터,2015-06-01,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5330,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,일독일행 독서법,유근용 저,북로그컴퍼니,2015-10-27,,1,YES24,자기계발,성공/처세,2025-08-22
5331,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,일본으로 떠나는 서양 미술 기행,노유니아 저,미래의창,2015-06-15,9.79E+12,1,YES24,예술/대중문화,미술,2025-08-22
5332,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,일찍 일어나는 기술,후루카와 다케시 저/김진희 역,매일경제신문사,2016-05-02,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5333,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,자살에 관한 모든 것,마르탱 모네스티에 저,새움,2015-05-19,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
5334,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,자영업 정글에서 살아가기,태인 저,필맥,2016-04-11,9.79E+12,1,YES24,경제/경영,경영일반,2025-08-22
5335,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,자전거의 즐거움,로버트 펜 저/박영준 역,책읽는수요일,2015-12-02,9.79E+12,1,YES24,시/에세이,에세이,2025-08-22
5336,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,작은 새,모시 저,노란곰,2016-03-02,9.79E+12,1,YES24,유아,그림책,2025-08-22
5337,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,잘 팔리는 공식,리오 메구루 저/이자영 역,비즈니스북스,2015-09-24,9.79E+12,1,YES24,경제/경영,마케팅/세일즈,2025-08-22
5338,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,잘나가는 리더는 왜 함정에 빠질까?,장박원 저,매일경제신문사,2016-03-11,9.79E+12,1,YES24,경제/경영,경영관리,2025-08-22
5339,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,잠깐만 회사 좀 관두고 올게,키타가와 에미 저/추지나 역,놀,2016-01-12,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5340,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,잠옷을 입으렴,이도우 저,예담,2015-11-10,9.79E+12,2,YES24,소설,한국소설,2025-08-22
5341,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,장소의 재발견,앨러스테어 보네트 저/박중서 역,책읽는수요일,2015-12-02,9.79E+12,1,YES24,인문,인문학일반,2025-08-22
5342,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,장정일의 공부,장정일 저,알에이치코리아(RHK),2015-07-27,9.79E+12,2,YES24,인문,인문학일반,2025-08-22
5343,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,잭 웰치의 마지막 강의,"잭 웰치,수지 웰치 공저/강주헌 역",알프레드,2015-07-06,9.79E+12,1,YES24,경제/경영,경영일반,2025-08-22
5344,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,저축의 신,하마구치 가즈야 저/김지영 역,다산북스,2015-07-10,9.79E+12,1,YES24,경제/경영,재테크/금융,2025-08-22
5345,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,적을 만들지 않는 고전공부의 힘,조윤제 저,위즈덤하우스,2016-03-21,9.79E+12,2,YES24,자기계발,성공/처세,2025-08-22
5346,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전국지 01,요시카와 에이지 저/강성욱 역,문예춘추사,2015-11-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5347,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전국지 02,요시카와 에이지 저/강성욱 역,문예춘추사,2015-11-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5348,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전국지 03,요시카와 에이지 저/강성욱 역,문예춘추사,2015-11-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5349,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전국지 04,요시카와 에이지 저/강성욱 역,문예춘추사,2015-11-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5350,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전국지 05,요시카와 에이지 저/강성욱 역,문예춘추사,2015-11-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5351,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전국지 06,요시카와 에이지 저/강성욱 역,문예춘추사,2015-11-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5352,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전국지 07,요시카와 에이지 저/강성욱 역,문예춘추사,2015-11-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5353,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전국지 08,요시카와 에이지 저/강성욱 역,문예춘추사,2015-11-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5354,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전국지 09,요시카와 에이지 저/강성욱 역,문예춘추사,2015-11-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5355,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전국지 10,요시카와 에이지 저/강성욱 역,문예춘추사,2015-11-25,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5356,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전락 - 문예 세계문학선 119,알베르 카뮈 저/이휘영 역,문예출판사,2016-01-08,9.79E+12,1,YES24,소설,외국소설,2025-08-22
5357,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,전략 천재가 된 홍대리,권경민 저,다산라이프,2015-12-07,9.79E+12,1,YES24,자기계발,성공/처세,2025-08-22
5358,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,절망이 아닌 선택,디오도어 루빈 저/안정효 역,나무생각,2016-04-14,9.79E+12,1,YES24,인문,교양심리,2025-08-22
5359,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,정답부터 보는 꼼수 공부법,사토 야마토 저/엄선옥 역,위즈덤하우스,2016-03-18,9.79E+12,2,YES24,자기계발,성공/처세,2025-08-22
5360,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,정아름의 핫바디 멘토링,정아름 저,중앙북스(books),2016-04-04,9.79E+12,1,YES24,건강/의학,다이어트/뷰티,2025-08-22
5361,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"정조의 스승, 서명응의 철학",이봉호 저,동과서,2015-12-01,9.79E+12,1,YES24,인문,동양철학,2025-08-22
5362,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,제3인류 1,베르나르 베르베르 저/이세욱 역,열린책들,2013-10-14,9.79E+12,2,YES24,소설,외국소설,2025-08-22
5363,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,제3인류 2,베르나르 베르베르 저/이세욱 역,열린책들,2013-10-14,9.79E+12,2,YES24,소설,외국소설,2025-08-22
5364,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,제3인류 3,베르나르 베르베르 저/이세욱 역,열린책들,2014-01-21,9.79E+12,2,YES24,소설,외국소설,2025-08-22
5365,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,제3인류 4,베르나르 베르베르 저/이세욱 역,열린책들,2014-03-12,9.79E+12,2,YES24,소설,외국소설,2025-08-22
5366,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,제3인류 5,베르나르 베르베르 저/이세욱 역,열린책들,2016-04-28,9.79E+12,2,YES24,소설,외국소설,2025-08-22
5367,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,제3인류 6,"베르나르 베르베르 저/이세욱,전미연 공역",열린책들,2016-04-28,9.79E+12,2,YES24,소설,외국소설,2025-08-22
5368,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,제5침공,릭 얀시 저/권도희 역,알에이치코리아(RHK),2016-02-04,9.79E+12,2,YES24,소설,외국소설,2025-08-22
5369,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,제국의 탄생 01권,이원호 저,반딧불이(한결미디어),2016-04-14,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5370,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,제국의 탄생 02권,이원호 저,반딧불이(한결미디어),2016-04-14,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5371,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,제도의 힘,김승욱 저,프리이코노미스쿨,2016-02-04,9.79E+12,1,YES24,경제/경영,경제일반,2025-08-22
5372,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"조선 수학의 신, 홍정하",강미선 저,휴먼어린이,2015-12-22,9.79E+12,1,YES24,아동,어린이학습/자기계발,2025-08-22
5373,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"조선의 딸, 총을 들다",정운현 저,인문서원,2016-03-04,9.79E+12,1,YES24,역사/문화,역사인물,2025-08-22
5374,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,조선타임트래블,한강 저,이페이지,2015-12-04,9.79E+12,1,YES24,소설,한국소설,2025-08-22
5375,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"조훈현, 고수의 생각법",조훈현 저,인플루엔셜,2015-07-10,9.79E+12,1,YES24,자기계발,자기능력계발,2025-08-22
5376,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,좋아 보이는 것들의 비밀,이랑주 저,인플루엔셜,2016-04-29,9.79E+12,1,YES24,경제/경영,마케팅/세일즈,2025-08-22
