번호,구분,상품번호,대분류,서명,저자,출판사,보유 권수,데이터기준일
198,전자책,124536447,문학,1밀리미터의 싸움  : 세계적 신경외과 의사가 전하는 삶과 죽음의 경계,페터 바이코치 저/배진아 역/정연구 감수,흐름출판,2,2025-07-01
199,전자책,124408812,가정과생활,1일 1채소 : 매일 채식으로 100세까지 건강하게,이와사키 마사히로 저/홍성민 역,레몬한스푼,1,2025-07-01
200,전자책,123403946,인문／사회,1일 1페이지 영어 어원 365 : 언어학자와 떠나는 매혹적인 어원 인문학 여행,김동섭 저,현대지성,1,2025-07-01
201,전자책,125285220,문학,1일 1페이지 짧고 깊은 지식수업 365 : 마음 편,김옥림 저,미래북(MiraeBook),1,2025-07-01
202,전자책,126214460,경제／경영,1천만 원으로 시작하는 수도권 아파트 투자의 기적,김용성(건희아빠) 저,비즈니스북스,1,2025-07-01
203,전자책,125676855,가정과생활,1초 여행 꿀팁 : 급할 때 바로 써먹는,신익수 저,매일경제신문사,1,2025-07-01
204,전자책,124768778,자연과과학,1초의 탄생 : 해시계부터 원자시계까지 시간 측정의 역사,채드 오젤 저/김동규 역/김범준 감수,21세기북스,2,2025-07-01
205,전자책,117310764,자기관리,1퍼센트 부자의 법칙,사이토 히토리 저,나비스쿨(NAVI SCHOOL),1,2025-07-01
206,전자책,109319114,어린이/청소년,"1페이지로 시작하는 미술 수업  : 작품, 화가, 역사, 신화로 배우는 미술 이야기",김영숙 저,빅피시,1,2025-07-01
207,전자책,124899313,자기관리,"20%만 쓰는 연습 : 시간, 에너지, 멘탈에 이르기까지",데이먼 자하리아데스 저/박세연 역,알에이치코리아(RHK),2,2025-07-01
208,전자책,128574807,인문／사회,200% 실패할 걸 알면서도 왜 나는 똑같은 행동을 반복하는가,"더글러스 켄릭,블라다스 그리스케비시우스 저/조성숙 역",스마트비즈니스,1,2025-07-01
209,전자책,108940226,경제／경영,"200조 이커머스 시대, 당신의 미래를 바꿀 21가지 이야기","이종우,조재운 저",캐스팅북스,1,2025-07-01
210,전자책,115562166,경제／경영,2023 한국이 열광할 세계 트렌드,KOTRA 저,알키,1,2025-07-01
211,전자책,125668777,경제／경영,2024 대한민국 재테크 트렌드,조선일보 경제부 저,원앤원북스,1,2025-07-01
212,전자책,125648390,경제／경영,2024-2025 부동산 시장을 움직이는 절대 트렌드 7,권화순 저,메이트북스,1,2025-07-01
213,전자책,124991303,경제／경영,2024~2025 대한민국 산업지도 : 투자자를 위한 업종별 투자 가이드,이래학 저,경이로움,1,2025-07-01
214,전자책,127074838,문학,2029,류광호 저,몽상가들,1,2025-07-01
215,전자책,127101686,인문／사회,2030 기후적응 시대가 온다 : 종말로 치닫는 인간에게 주어진 마지막 기회,김기범 저,추수밭,1,2025-07-01
216,전자책,125817266,자기관리,"2030 영어 강사 스타트 : 취업, 창업, 성공의 열쇠 1등 강사 SECRET",신경빈 저,좋은땅,1,2025-07-01
217,전자책,124818773,경제／경영,2040 위대한 격차의 시작 : 기술의 진화가 기하급수적 차이를 만든다,아짐 아자르 저/장진영 역,청림출판,1,2025-07-01
218,전자책,125300564,경제／경영,20년 차 감정평가사가 알려주는 부동산 가격의 비밀,권자영 저,슬로디미디어,1,2025-07-01
219,전자책,115843609,컴퓨터와인터넷,"24단계 실습으로 정복하는 쿠버네티스 : 헬름, 로키, 프로메테우스 등 현장에서 바로 활용할 수 있는 쿠버네티스 도구 활용법",이정훈 저,위키북스,1,2025-07-01
220,전자책,126037879,문학,2KG짜리 바벨을 양쪽에 달면 5KG이 된다 : 瘙屑隱 猖炸(소설은 창작/ 49= 77),방현일 저,좋은땅,1,2025-07-01
221,전자책,122169051,자기관리,2억 빚을 갚은 내게 우주님이 가르쳐준 기적을 일으키는 말버릇,고이케 히로시 저/이정환 역,나무생각,1,2025-07-01
222,전자책,125086930,자연과과학,"2차 전지의 혁신, 전고체 전지","사이토 가쓰히로 저/권오현,오가윤 역",도서출판 북스힐,1,2025-07-01
223,전자책,128767338,가정과생활,"2천만 원으로 끝내는 캐나다 유학 : 워킹홀리데이, 유학, 취업, 졸업 후 1년 만에 영주권을 취득하다! 캐나다 유학의 모든 것!",그래이스 리 저,하모니북(harmonybook),1,2025-07-01
224,전자책,119709523,국어와외국어,30일간의 하루 10분 영어 필사,AI 편집부 저,마들렌북,1,2025-07-01
225,전자책,125771605,경제／경영,32살 조과장은 어떻게 50억 자산을 소유하게 됐을까? : 사회초년생을 위한 A부터 Z까지 재테크 특강,조영무 저,매일경제신문사,1,2025-07-01
226,전자책,126336180,자기관리,365 한 줄 논어,편집부 편,다온북스,1,2025-07-01
227,전자책,128186597,어린이/청소년,39kg,선자은 저/김나연 그림,여섯번째봄,1,2025-07-01
228,전자책,125807795,가정과생활,3~7세 유아 말하기 수업,이운정 저,비타북스(VITABOOKS),1,2025-07-01
229,전자책,124839304,인문／사회,"3국, 3조선, 북방을 넘어서서 : 반 기원론(Outside the Korean Origins)",손동완 저,바른북스,1,2025-07-01
230,전자책,124498594,어린이/청소년,3배속 공부법 : 서울대 의대．치대．공대를 석권한 공부의 신이 알려주는 합격의 절대 법칙,서준석 저,빅피시,1,2025-07-01
231,전자책,123686370,문학,4 3 2 1 (1),폴 오스터 저/김현우 역,열린책들,2,2025-07-01
232,전자책,123686369,문학,4 3 2 1 (2),폴 오스터 저/김현우 역,열린책들,2,2025-07-01
233,전자책,118144675,인문／사회,"4.3, 19470301-19540921 : 기나긴 침묵 밖으로",허호준 저,혜화1117,1,2025-07-01
234,전자책,113460274,가정과생활,"4~7세, 수면을 잘해야 아이가 알아서 공부합니다  : 놓치면 후회하는 수면 교육의 골든타임",한진규 저,앵글북스,1,2025-07-01
235,전자책,125135495,문학,"50대, 달리기를 할 줄이야",박정미 저,미다스북스(리틀미다스),1,2025-07-01
236,전자책,129086149,가정과생활,50이면 육아가 끝날 줄 알았다 : 부모와 성인 자녀의 성숙한 인간관계를 위해 알아야 할 것들,"로렌스 스타인버그 저/김경일,이은경 공역",저녁달,1,2025-07-01
237,전자책,107663209,경제／경영,5S ＆ TPM 클래식,김동순 저,(주)휴스텐컨설팅그룹,1,2025-07-01
238,전자책,124629491,어린이/청소년,5가지 영감을 주는 마법같은 동화,"이현,전성희,정선,안성언,김선용 공저",no book(노북),1,2025-07-01
239,전자책,125030230,인문／사회,5분 뚝딱 철학 2 : 생각의 지도를 그려주는 최소한의 인문지식,김필영 저,스마트북스,1,2025-07-01
240,전자책,125014080,인문／사회,5분 순삭 한국사,이정균 저,포르체,1,2025-07-01
241,전자책,119174218,국어와외국어,5일 완성 토익스피킹 멀티템플릿 실전북 : 모의고사 20회 + IM-AH 등급별 답변,정하진 저,티처케이,1,2025-07-01
242,전자책,126450118,자기관리,5차원 연애,이훈만 저,미다스북스(리틀미다스),1,2025-07-01
243,전자책,117498812,경제／경영,5천만 원으로 시작하는 미라클 기적의 재개발 재건축,진와이스(장미진) 저,리더스북,2,2025-07-01
244,전자책,126721547,인문／사회,60세 사용설명서 : 50대까지의 인생과 60 이후의 인생은 뇌가 살아가는 목적이 다르다,구로카와 이호코 저/명다인 역,지상사,1,2025-07-01
245,전자책,126540759,자기관리,60세의 마인드셋 : 최고의 노인정신과 전문의가 말하는 60 이후 해봉을 결정하는 7가지 태도,와다 히데키 저/이은혜 역,현대지성,1,2025-07-01
246,전자책,124125854,경제／경영,60일 완성 무조건 모이는 돈 버는 습관,박지수 저,빅피시,1,2025-07-01
247,전자책,124505576,가정과생활,65세부터는 공복이 최고의 약이다 : 소식이 병을 예방하고 건강수명을 늘린다!,이시하라 유미 저/오시연 역,청홍,1,2025-07-01
248,전자책,125706971,문학,6교시 인성 영역,김송은 저,스피리투스,1,2025-07-01
249,전자책,128120917,경제／경영,7번의 대전환 : 세계 경제 질서를 뒤바꾼,해롤드 제임스 저/ 정윤미 역/ 류덕현 감수,21세기북스,2,2025-07-01
250,전자책,125101234,문학,7인 1역,렌조 미키히코 저/양윤옥 역,모모,2,2025-07-01
251,전자책,124725451,경제／경영,80년간의 부동산일주 : 투자 백년지계를 세울 첫 공부,"남혁진,박은우 공저",어바웃어북,1,2025-07-01
252,전자책,123198428,인문／사회,"80억 인류, 가보지 않은 미래 : 한중일 고령화, 서구의 극단주의, 신흥국의 인구폭발까지 세계정세의 대전환을 꿰뚫는 인구통계학의 통찰",제니퍼 D. 스쿠바 저/김병순 역,흐름출판,2,2025-07-01
253,전자책,125299898,문학,9교시 소원,"김사라,차신환,이은주 저",안전가옥,1,2025-07-01
254,전자책,106734032,컴퓨터와인터넷,"Joyce의 안드로이드 앱 프로그래밍 with 코틀린 : Kotlin & Android 입문부터 스톱워치, 뮤직 플레이어, QR 코드 리더기, 할 일 리스트, 미세먼지 측정 프로젝트와 배포까지",홍정아 저,골든래빗,1,2025-07-01
255,전자책,113846670,가정과생활,ADHD 우리 아이 어떻게 키워야 할까,신윤미 저,웅진지식하우스,2,2025-07-01
256,전자책,127101723,가정과생활,ADHD와 사이좋게 지내기,에드워드 M. 할로웰 저/김부민 역,시그마북스,1,2025-07-01
257,전자책,128828877,경제／경영,"AGI 시대와 인간의 미래 : 챗GPT 이후의 삶, 일자리 그리고 교육",맹성현 저,헤이북스,1,2025-07-01
258,전자책,126710714,인문／사회,"AGI, 인공일반지능의 이해",이재성 저,커뮤니케이션북스,1,2025-07-01
259,전자책,123702030,경제／경영,AI 2024 트렌드&활용백과 : AI의 대전환을 미리 준비하는 최고급 코스!,김덕진 저,스마트북스,1,2025-07-01
260,전자책,127048371,경제／경영,AI × 인간지능의 시대 : AI 시대를 항해하는 사피엔스를 위한 안내서,김상균 저,베가북스,2,2025-07-01
261,전자책,129873825,경제／경영,AI 나를 위해 일하게 하라,"세달 닐리,폴 레오나르디 저/ 조성숙 역",윌북(willbook),1,2025-07-01
262,전자책,125079428,경제／경영,AI 메디컬 레볼루션,"피터 리,캐리 골드버그,아이작 잭 코헤인 저/김민경 역",터닝포인트,1,2025-07-01
263,전자책,106399362,경제／경영,AI 소사이어티 AI Society : 새로운 사회에 오신 것을 환영합니다. 스마트 인류가 사는 세상,"김태헌,이벌찬 저  저",미래의창,1,2025-07-01
264,전자책,126988110,경제／경영,AI 수익화 전략,김동석 저,경향비피,1,2025-07-01
265,전자책,125616127,문학,"AI 시대 필수템, 나다움의 힘 : 나는 나일 뿐입니다",우정희 저,지식과감성#,1,2025-07-01
266,전자책,126566026,경제／경영,AI 시대의 부의 지도,오순영 저,메이트북스,1,2025-07-01
267,전자책,118701503,경제／경영,"AI 이후의 세계 : 챗GPT는 시작일 뿐이다, 세계질서 대전환에 대비하라","헨리 A. 키신저,에릭 슈밋,대니얼 허튼로커,김대식 공저/김고명 역",윌북(willbook),1,2025-07-01
268,전자책,117118986,자연과과학,AI 지도책 : 세계의 부와 권력을 재편하는 인공지능의 실체,케이트 크로퍼드 저/노승영 역,소소의책,1,2025-07-01
269,전자책,126969700,경제／경영,AI 챗GPT 디지털 예술가 되기,"주혜정,김미경,강우리,홍한들 공저",광문각,1,2025-07-01
270,전자책,125618214,컴퓨터와인터넷,Ai 챗GPT는 컨설턴트 : 비즈니스 문제 해결의 파트너: 챗GPT를 통한 효율적 컨설팅,"송창헌,이종구,공혜정,심경식 공저",에스엔에스소통연구소,1,2025-07-01
271,전자책,128182258,컴퓨터와인터넷,"AI 코딩 어시스턴트 깃허브 코파일럿 제대로 활용하기 : 코딩, 설계, 테스트, 디버깅까지 깃허브 코파일럿 & 챗GPT와 함께하는 생성형 AI 페어 프로그래밍","레오 포터,다니엘 진가로 공저/김연지 역",위키북스,1,2025-07-01
272,전자책,126180413,경제／경영,AI 투자 전쟁,송종호 저,한국경제신문,2,2025-07-01
273,전자책,125215003,어린이/청소년,"AI, 질문이 직업이 되는 세상 : 미래를 관통하는 청소년 액션 전략서","최서연,전상훈 공저",미디어숲,1,2025-07-01
274,전자책,112028854,인문／사회,"AI는 양심이 없다 : 인간의 죽음, 존재, 신뢰를 흔드는 인공지능 바로 보기",김명주 저,헤이북스,1,2025-07-01
275,전자책,123672103,자연과과학,AI도 훔쳐보는 방어 운전 필살기,"김영철,김하늘 공저",(주)골든벨,1,2025-07-01
276,전자책,125892803,가정과생활,AI시대 바둑을 파헤친다! 최강 정석 2. 화점 협공편 : 최강 인공지능 바둑의 열린 사고를 배우며 진화된 수법을 정리한 최신 정석의 결정판,이하림 저/김일환 감수,더디퍼런스,1,2025-07-01
277,전자책,128182266,인문／사회,AI와 공공데이터,윤상오 저,커뮤니케이션북스,1,2025-07-01
278,전자책,129366029,인문／사회,AI와 뉴스,공훈의 저,커뮤니케이션북스,1,2025-07-01
279,전자책,128117328,예술／대중문화,AI와 디자이너의 변화,조영식 저,커뮤니케이션북스,1,2025-07-01
280,전자책,124849238,어린이/청소년,"AI와 살아가기 위한 기초 지식 : AI 개념부터 위험성과 잠재력, 미래 직업까지 AI 세상에서 똑똑하게 살아가는 법",타비타 골드스타우브 저/김소정 역,해나무,2,2025-07-01
281,전자책,128762117,인문／사회,AI와 스마트홈,윤명섭 저,커뮤니케이션북스,1,2025-07-01
282,전자책,128762114,인문／사회,AI와 직업 빅뱅,한기석 저,커뮤니케이션북스,1,2025-07-01
283,전자책,125616129,컴퓨터와인터넷,AI프로젝트 성공의 비결 : CEO가 직접 하라!,심기보 저,지식과감성#,1,2025-07-01
284,전자책,106524852,컴퓨터와인터넷,Amazon VPC 네트워킹 원리와 보안 : AWS 토폴로지로 이해하는,차정도 저,에이콘출판사,1,2025-07-01
285,전자책,122461523,컴퓨터와인터넷,"API 해킹의 모든 것 : REST와 그래프QL 웹 API 기초부터 보안 취약점, 해킹 툴, 퍼징 등 공격 실습까지",코리 볼 저/한선용 역,제이펍,1,2025-07-01
286,전자책,124808064,컴퓨터와인터넷,"AR/VR 엔지니어 - 가상현실 (Virtual Reality), 증강현실 (Augmented Reality), 3D 모델링 (3D Modeling), 시뮬레이션 (Simulation), 인터랙션 디자인 (Interaction Design), 컴퓨터 그래픽스 (Computer Graphics),",씨익북스 편집부 저,씨익북스,1,2025-07-01
