번호,구분,상품번호,대분류,서명,저자,출판사,보유 권수,데이터기준일
1,전자책,128214104,어린이/청소년,10대를 위한 논어 수업 : AI 시대 청소년에게 전하는 2500년의 가르침,김정진 저,넥스트씨,1,2025-07-01
2,전자책,126114511,인문／사회,2014년 생,송김경화 저,아를,1,2025-07-01
3,전자책,140453702,문학,간소한 삶에 관한 작은 책,진민영 저,책읽는고양이,2,2025-07-01
4,전자책,139769130,자기관리,강철멘탈 되는 법,이드페이퍼 저,데이원,1,2025-07-01
5,전자책,129366505,문학,계란 프라이 자판기를 찾아서,설재인 저,시공사,1,2025-07-01
6,전자책,141837644,문학,고요의 힘 : 나를 바꾸는 5분의 기적,틱낫한 저/위소영 역,소수출판사,1,2025-07-01
7,전자책,136374517,인문／사회,"괴물들 : 숭배와 혐오, 우리 모두의 딜레마",클레어 데더러 저/노지양 역,을유문화사,1,2025-07-01
8,전자책,140043260,인문／사회,교양이를 부탁해 : 읽을수록 똑똑해지는 우리 시대의 교양-경제·전쟁·패권 편,"스브스프리미엄,한동훈 저",인플루엔셜,1,2025-07-01
9,전자책,136992426,인문／사회,그거 사전 : 대체로 즐겁고 가끔은 지적이며 때로는 유머러스한 사물들의 이야기,홍성윤 저,인플루엔셜,1,2025-07-01
10,전자책,139569264,문학,그들의 하루,차인표 저,사유와공감,1,2025-07-01
11,전자책,139855064,인문／사회,그림으로 읽는 잠 못들 정도로 재미있는 이야기: 범죄심리학,오치 케이타 저/이영란 역,성안당,1,2025-07-01
12,전자책,140203288,자기관리,금가루 수업 : 역동적인 부의 법칙,캐서린 폰더 저/이윤정 역,노들,1,2025-07-01
13,전자책,139938400,자기관리,기분 리셋,알리 압달 저/김고명 역,위즈덤하우스,2,2025-07-01
14,전자책,139864771,자기관리,김미경의 딥마인드 : 열심히 살아봤지만 허무함에 지친 당신을 위한,김미경 저,어웨이크북스,1,2025-07-01
15,전자책,141787157,인문／사회,나라를 위해서 일한다는 거짓말 : 한국 공직사회는 왜 그토록 무능해졌는가,노한동 저,사이드웨이,2,2025-07-01
16,전자책,136883792,자기관리,나를 소진하지 않는 관계의 말들,강은하 저,테라코타,1,2025-07-01
17,전자책,133880894,자기관리,나를 위한 용기 : 부족해서 아름다운 나에게,지나영 저,특별한서재,1,2025-07-01
18,전자책,136264014,자기관리,"내 인생은 어떤 얼굴을 하고 있는가 : 인생, 마음, 가치관을 읽는 관상 수업",길해 저,온더페이지,1,2025-07-01
19,전자책,128711544,자기관리,내 일의 필로소피 : 계속 잘나가는 사람의 비밀,최형렬 저,쌤앤파커스,1,2025-07-01
20,전자책,138332997,자기관리,너를 미워할 시간에 나를 사랑하기로 했다 : 관계에 휘둘리지 않고 나를 지키는 방법,윤서진 저,스몰빅라이프,1,2025-07-01
21,전자책,143261949,문학,너의 유토피아,정보라 저,래빗홀,1,2025-07-01
22,전자책,140394841,인문／사회,더 인간적인 건축,토마스 헤더윅 저/한진이 역,알에이치코리아(RHK),2,2025-07-01
23,전자책,134654344,문학,도쿄 호텔 도감,엔도 케이 저/서하나 역,윌북(willbook),1,2025-07-01
24,전자책,139855546,인문／사회,도파민 디톡스 : 쾌락과 고통에 지배당한 뇌를 되돌려라,애나 렘키 저/고빛샘 역,흐름출판,2,2025-07-01
25,전자책,140398253,문학,둔색환시행,온다 리쿠 저/이정민 역,시공사,1,2025-07-01
26,전자책,142333676,인문／사회,디지털 포용,"송민호,김원제 저",한국학술정보,1,2025-07-01
27,전자책,142351489,경제／경영,리더의 질문력 : 어떻게 진짜 일을 시작할 것인가,마이클 번게이 스태니어 저/김잔디 역,리더스북,2,2025-07-01
28,전자책,140128373,경제／경영,리플 빅뱅 : 세상의 모든 돈은 XRP로 통한다,문창훈 저,가디언,1,2025-07-01
29,전자책,139922364,자기관리,모든 시험에 적용되는 33가지 진짜 공부법,연수남 저,다산북스,2,2025-07-01
30,전자책,140199322,자연과과학,무의식은 어떻게 나를 설계하는가 : 나를 살리기도 망치기도 하는 머릿속 독재자,데이비드 이글먼 저/김승욱 역,알에이치코리아(RHK),2,2025-07-01
31,전자책,140240901,문학,미로장의 참극,요코미조 세이시 저/정명원 역,시공사,1,2025-07-01
32,전자책,139784619,예술／대중문화,"반 고흐, 인생의 그림들 : 어둠을 지나 비로소 빛이 된 불멸의 작품 120",김영숙 저,빅피시,1,2025-07-01
33,전자책,140398254,문학,밤이 끝나는 곳,온다 리쿠 저/이정민 역,시공사,1,2025-07-01
34,전자책,143258755,경제／경영,부의 공식,스콧 갤러웨이 저/김현정 역,위즈덤하우스,2,2025-07-01
35,전자책,141774869,자기관리,부자들의 서재 : 전 세계 상위 1% 부자들의 인사이트 30,리치파카(강연주) 저,오아시스,1,2025-07-01
36,전자책,137111477,문학,사단법인 한국괴물관리협회,배예람 저,안전가옥,1,2025-07-01
37,전자책,140826067,문학,사랑에 답함 : 나태주의 인.생.사.색 산문집,나태주 저,위더북,1,2025-07-01
38,전자책,141181310,인문／사회,사소한 불행에 인생을 내어주지 마라 : 흔들리지 않는 1년을 만드는 52주 스토아 철학,요한 크라우네스 저/이상희 역,추수밭,1,2025-07-01
39,전자책,140898506,인문／사회,사주가 MBTI를 만나면,일일 저,세이코리아,1,2025-07-01
40,전자책,140376517,인문／사회,살아 있는 자들을 위한 죽음 수업,이호 저,웅진지식하우스,2,2025-07-01
41,전자책,144055246,문학,삶이라는 완벽한 농담 : 이경규 에세이,이경규 저,쌤앤파커스,1,2025-07-01
42,전자책,129951337,인문／사회,상처받지 않을 권리 다시 쓰기 : 자본주의를 가로지르는 인문학 로드맵,강신주 저,오월의봄,1,2025-07-01
43,전자책,139892542,자기관리,생각을 넓혀주는 독서법,"모티머 J. 애들러,찰스 밴 도렌 저/독고 앤 역",시간과공간사,1,2025-07-01
44,전자책,124476559,경제／경영,소비자행동,"이학식,안광호,하영원,석관호 공저",집현재,1,2025-07-01
45,전자책,142190503,경제／경영,"스물하나, 서른아홉 : 요즘 여성들이 쓰는 뉴노멀","김난도,전미영,최지혜,권정윤,한다혜,김나은 저",미래의창,1,2025-07-01
46,전자책,142251194,문학,스프링,온다 리쿠 저/이지수 역,클레이하우스,1,2025-07-01
47,전자책,141759695,문학,시간의 계곡,스콧 알렉산더 하워드 저/김보람 역,다산책방,2,2025-07-01
48,전자책,142944330,문학,심장보다 단단한 토마토 한 알,고선경 저,열림원,1,2025-07-01
49,전자책,139912249,문학,십계,유키 하루오 저/김은모 역,블루홀식스(블루홀6),1,2025-07-01
50,전자책,141201214,문학,"아무튼, 뉴욕 : 편견과 편애의 리스트",신현호 저,제철소,1,2025-07-01
51,전자책,142787969,문학,"아무튼, 명언 : “○○○은 이렇게 말했다”",하지현 저,위고,1,2025-07-01
52,전자책,141693759,인문／사회,"악마와 함께 춤을 : 시기, 질투, 분노는 어떻게 삶의 거름이 되는가",크리스타 K. 토마슨 저/한재호 역,흐름출판,2,2025-07-01
53,전자책,125218888,대학교재,알고리즘,"이관용,김진욱 공저",한국방송통신대학교출판문화원,1,2025-07-01
54,전자책,142954429,문학,양심,"최재천,팀최마존 저",더클래스(휴먼밸류),1,2025-07-01
55,전자책,142206209,문학,어른의 기분 관리법 : 감정에 휘둘려 손해 봤던 어른을 위한 조언,"손힘찬,이영탁,이현정,승PD,박은주,아이릿,이주희,김영미,이민영 저",어센딩,1,2025-07-01
56,전자책,139787425,문학,"여자 셋이 모이면 집이 커진다 : 부담은 덜고, 취향은 채우고, 세계는 넓어지는 의외로 완벽한 공동생활 라이프",김은하 저,서스테인,1,2025-07-01
57,전자책,141761451,자연과과학,"예민해서 힘들 땐 뇌과학 : 이유 없이 우울하고, 피곤하고, 아픈 HSP를 위한 5단계 치유 플랜",린네아 파살러 저/김미정 역,현대지성,1,2025-07-01
58,전자책,140489113,자기관리,오십의 태도 : 자신을 깨닫는 나이에 도착한 당신에게,정은숙 저,시프,1,2025-07-01
59,전자책,139544346,문학,"요괴사설 : 어디에도 없지만, 어디에나 있는","김봉석,배명은,비티,위래,전혜진,홍락훈 저",에이플랫,1,2025-07-01
60,전자책,142664404,문학,"우리, 나이 드는 존재","고금숙,김하나,김희경,송은혜,신혜우,윤정원,이라영,정수윤,정희진 저",휴머니스트,1,2025-07-01
61,전자책,140441596,문학,우리는 사랑 안에 살고 있다,"유혜주,조정연 저",21세기북스,2,2025-07-01
62,전자책,140376515,자기관리,운명을 바꾸는 말하기 수업,이영선 저,웅진지식하우스,2,2025-07-01
63,전자책,141888129,인문／사회,인간 불평등 기원론,장 자크 루소 저/권혁 역,돋을새김,1,2025-07-01
64,전자책,130755343,인문／사회,일생에 한번은 헌법을 읽어라 : 흔들릴 때마다 삶의 중심을 잡아주는 기준에 관하여,이효원 저,현대지성,1,2025-07-01
65,전자책,133893182,자기관리,자기계발 불변의 법칙 : 인생을 바꾸는 기적의 자기계발 수업,김현두 저,좋은날들,1,2025-07-01
66,전자책,143744197,문학,적당한 사람,이창섭 저,21세기북스,2,2025-07-01
67,전자책,140278818,자기관리,절박함을 버린 남자들,마크 맨슨 저/이안 역,너를위한,1,2025-07-01
68,전자책,139999466,만화,조명가게 1,"강풀 글,그림",재미주의,2,2025-07-01
69,전자책,139999467,만화,조명가게 2,"강풀 글,그림",재미주의,2,2025-07-01
70,전자책,139999468,만화,조명가게 3,"강풀 글,그림",재미주의,2,2025-07-01
71,전자책,141182623,자연과과학,존재의 역사,팀 콜슨 저/이진구 역,오픈도어북스,1,2025-07-01
72,전자책,142071170,인문／사회,"죽음은 직선이 아니다 : 암, 도전, 진화 그리고 삶과 죽음에 대한 매혹적인 탐구",김범석 저,흐름출판,2,2025-07-01
73,전자책,141219919,인문／사회,지적 대화를 위한 넓고 얕은 지식 무한 :  지식과 지혜를 실천으로 이끄는 마음 여행서,채사장 저,웨일북,1,2025-07-01
74,전자책,138607726,가정과생활,천 번을 흔들리며 아이는 어른이 됩니다 : 사춘기 성장 근육을 키우는 뇌·마음 만들기,김붕년 저,21세기북스,2,2025-07-01
75,전자책,143310484,인문／사회,천재 보고서,"스콧 배리 카우프만,캐롤린 그레고어 저/안종희 역",필름,1,2025-07-01
76,전자책,141331932,인문／사회,초역 붓다의 말 : 복잡한 마음을 가지런히 정돈하는,시라토리 하루히코 저/정은지 역,빌리버튼,1,2025-07-01
77,전자책,136738532,인문／사회,출근하기 싫은 날엔 카프카를 읽는다 : 예술가들의 흑역사에서 발견한 자기긍정 인생론,김남금 저,앤의서재,1,2025-07-01
78,전자책,59156871,문학,콘클라베 : 신의 선택을 받은 자,로버트 해리스 저/조영학 역,알에이치코리아(RHK),2,2025-07-01
79,전자책,141191657,문학,푸른 들판을 걷다,클레어 키건 저/허진 역,다산책방,2,2025-07-01
80,전자책,129368890,문학,하나도 못 맞히는 점집,이선영 저,클레이하우스,1,2025-07-01
81,전자책,140371207,문학,한밤중의 마리오네트,치넨 미키토 저/권하영 역,북플라자,1,2025-07-01
82,전자책,139868968,자기관리,한석준의 대화의 기술 : 어느 누구와도 불편하지 않은 대화법,한석준 저,인플루엔셜,1,2025-07-01
83,전자책,139881528,자기관리,행동하지 않으면 인생은 바뀌지 않는다 : 위대한 변화를 이끌어내는 아주 작은 실행의 힘,브라이언 트레이시 저/정지현 역,현대지성,1,2025-07-01
84,전자책,138332998,자기관리,혼자가 편한 게 아니라 상처받기 싫은 거였다 : 관계에 지친 나를 보듬어주는 치유의 심리학,하정희 저,한밤의책,1,2025-07-01
85,전자책,129050283,자기관리,화를 이기는 불편한 심리학,다카시나 다카유키 저/ 신찬 역,밀리언서재,1,2025-07-01
86,전자책,135290073,경제／경영,"2025 트렌드 노트 : 일상의 여가화, 여가의 레벨업","신예은,박현영,정석환,유지현,권소희,정현아,신수정 저",북스톤,1,2025-07-01
87,전자책,134794463,컴퓨터와인터넷,"20가지 템플릿으로 배우는 노션 Notion : 일정, 성과 관리, 포트폴리오, 아카이빙, 협업 문서까지 만들면서 배우는 노션",전시진 저,시프트,1,2025-07-01
88,전자책,134881622,경제／경영,거래량 투자 기법,애나 쿨링 저/송미리 역,이레미디어,1,2025-07-01
89,전자책,134635104,자기관리,거인들은 주역에서 답을 찾는다,오구라 고이치 저/ 류휘 역/김승호 감수,웅진지식하우스,2,2025-07-01
90,전자책,137479159,자기관리,고전이 답했다 마땅히 살아야 할 삶에 대하여,고명환 저,라곰,1,2025-07-01
91,전자책,134605505,자기관리,그저 한마디 건넸을 뿐인데 : 모든 인간관계가 수월해지는 스몰토크의 힘,임철웅 저,부커,1,2025-07-01
92,전자책,135973046,자기관리,그토록 힘들던 인간관계가 술술 풀리기 시작했다,비치키 저,마인드셀프,1,2025-07-01
93,전자책,136560176,가정과생활,기적의 항암 식단,"김훈하,김정은 저",경향비피,1,2025-07-01
94,전자책,138910900,가정과생활,김대리의 취향 니트,김대리 저,웅진리빙하우스,2,2025-07-01
95,전자책,134790439,자기관리,꿈을 이뤄주는 책,로버트 콜리어 저/서진 편저/안진환 역,스노우폭스북스,1,2025-07-01
96,전자책,136449852,경제／경영,나는 미국 월배당 ETF로 40대에 은퇴한다 : 7천만 원으로 월 2백만 원 받는 연 30% 이상 초고배당의 비밀,최영민 저,지음미디어,1,2025-07-01
97,전자책,139594666,인문／사회,나는 왜 배려할수록 더 힘들어질까,윤서람 저,위즈덤하우스,2,2025-07-01
98,전자책,133845508,자기관리,나를 돌보기 위해 정리를 시작합니다,정코(정리마켓) 저,비즈니스북스,1,2025-07-01
99,전자책,136254045,자기관리,남자 구분법 : 행복을 함께할 사람을 찾아서,이드페이퍼 저,데이원,1,2025-07-01
100,전자책,136254044,자기관리,남자 대처법 : 남자는 여자와 다르다,이드페이퍼 저,데이원,1,2025-07-01
101,전자책,138745061,국어와외국어,낭독하는 입트영 1 : 건강꿀팁 편,이현석 저,롱테일북스,1,2025-07-01
102,전자책,138790887,인문／사회,노르트스트림의 덫 : 러시아는 어떻게 유럽을 장악하려 했나,마리옹 반 렌테르겜Marion Van Renterghem 저/권지현 역,롤러코스터,1,2025-07-01
103,전자책,138257778,자기관리,뇌과학의 쓸모,나카노 노부코 저/김윤경 역,현대지성,1,2025-07-01
104,전자책,134639523,경제／경영,달러 전쟁,살레하 모신 저/서정아 역,위즈덤하우스,2,2025-07-01
105,전자책,138338141,자연과과학,독서의 뇌과학 : 당신의 뇌를 재설계하는 책 읽기의 힘,가와시마 류타 저/황미숙 역,현대지성,1,2025-07-01
106,전자책,133970903,경제／경영,돈 공부를 시작하고 인생의 불안이 사라졌다,할미언니 저,필름,1,2025-07-01
107,전자책,137305720,경제／경영,돈이 어렵지 않은 어른이 된다는 것,시골쥐 저,웅진지식하우스,2,2025-07-01
108,전자책,133848880,인문／사회,드디어 만나는 심리학 수업 : 유쾌하고 깔끔하게 정리하는 심리학 필수 지식,폴 클라인먼 저/문희경 역,현대지성,1,2025-07-01
109,전자책,138333021,경제／경영,딱 1억만 모읍시다 : 돈쭐남의 목돈 마련 챌린지,김경필 저,경이로움,1,2025-07-01
110,전자책,136885639,문학,라라제빵소,윤자영 저,북오션,1,2025-07-01
111,전자책,136885636,문학,로라미용실,박성신 저,북오션,1,2025-07-01
112,전자책,138083020,인문／사회,마흔에 읽는 소크라테스 : 인생의 굽잇길을 넘는 철학 수업,임성훈 저,유노북스,1,2025-07-01
113,전자책,134800205,경제／경영,머니 트렌드 2025,"정태익,김도윤,김광석,김용섭,김현준,정수종,채상욱,최재붕 저",북모먼트,1,2025-07-01
114,전자책,133850245,경제／경영,모두의 금리 : 흔들리는 부의 공식과 금리의 황금 비밀,조원경 저,에프엔미디어,1,2025-07-01
115,전자책,135687852,인문／사회,무기력 디톡스,윤대현 저,웅진지식하우스,2,2025-07-01
116,전자책,134149908,인문／사회,무엇을 어떻게 쓸 것인가 : 기자·PD·아나운서가 되기 위한 글쓰기의 모든 것,김창석 저,한겨레출판,2,2025-07-01
117,전자책,135863549,인문／사회,무지의 즐거움 : 지적 흥분을 부르는 천진한 어른의 공부 이야기,우치다 다쓰루 저/박동섭 역,유유,1,2025-07-01
118,전자책,133848876,인문／사회,미국을 안다는 착각 : 전 세계를 지배하는 진짜 힘의 실체는 무엇인가,김봉중 저,빅피시,1,2025-07-01
119,전자책,133846186,자연과과학,"미적분, 놀라운 일상의 공식 : 인생에 꼭 한 번은 이해해야 할 수학적 사고법",구라모토 다카후미 저/김소영 역,미디어숲,1,2025-07-01
120,전자책,133890636,문학,밤 풍경 : 을유세계문학전집 136,E. T. A. 호프만 저/권혁준 역,을유문화사,1,2025-07-01
121,전자책,136265508,경제／경영,"배당투자, 나는 50에 은퇴했다",쭈압(정영주) 저,체인지업,1,2025-07-01
122,전자책,137505895,문학,베를린에는 육개장이 없어서,전성진 저,안온북스,1,2025-07-01
123,전자책,135821619,자기관리,부의 역설 : 생각은 내가 하고 행동은 뇌가 한다,강범구 저,국일미디어,1,2025-07-01
124,전자책,138307718,자연과과학,브레인 에너지 : 미토콘드리아로 밝혀낸 정신 건강의 새로운 길,크리스토퍼 M. 팔머 저/이한나 역,심심,2,2025-07-01
125,전자책,137467469,경제／경영,빌드(BUILD) 창조의 과정,토니 퍼델 저/엄성수 역,비즈니스북스,1,2025-07-01
126,전자책,139550941,문학,빛이 이끄는 곳으로,백희성 저,북로망스,1,2025-07-01
127,전자책,135860539,자기관리,빠르게 생각하고 똑똑하게 말하라 : 스탠퍼드대 최고의 말하기 강의,맷 에이브러햄스 저/진정성 역,웨일북,1,2025-07-01
128,전자책,136299131,경제／경영,사모펀드 투자와 경영의 비밀,김태엽 저,세이코리아,1,2025-07-01
129,전자책,135438998,문학,사물들,조르주 페렉 저/김명숙 역,웅진지식하우스,2,2025-07-01
130,전자책,136348766,자기관리,삶이 너에게 레몬을 줄 때 : 니체부터 봉준호까지 63인의 훔치고 싶은 좌우명,성기철 저,마인드빌딩,1,2025-07-01
131,전자책,135762689,인문／사회,선악의 기원 : 아기를 통해 보는 인간 본성의 진실,"폴 블룸 저/최재천,김수진 역",21세기북스,2,2025-07-01
132,전자책,137026672,가정과생활,성적을 부탁해 티처스,"정승제,조정식,성적을 부탁해 티처스 제작진 저",다산에듀,2,2025-07-01
133,전자책,133845307,자기관리,슬로우 워크,칼 뉴포트 저/이은경 역,웅진지식하우스,2,2025-07-01
134,전자책,133906628,문학,시티 뷰,우신영 저,다산책방,2,2025-07-01
135,전자책,136771098,가정과생활,아들 엄마의 말 연습 : 아들의 평생 습관과 공부력을 결정하는 엄마 말의 힘,윤지영 저,북라이프,1,2025-07-01
136,전자책,134854513,문학,아래층에 부커상 수상자가 산다,케이트 가비노 저/이은선 역,윌북(willbook),1,2025-07-01
137,전자책,133970292,자기관리,아무도 상처받지 않는 대화법 : 칭찬보다 더 효과적인 말투의 심리학,하야시 겐타로 저/민혜진 역,포텐업,1,2025-07-01
138,전자책,136301472,문학,"아무튼, 라디오 : 우리는 내내 외로울 것이나",이애월 저,제철소,1,2025-07-01
139,전자책,135864397,문학,"아서 코난 도일, 선상 미스터리 단편 컬렉션 : 모든 파도는 비밀을 품고 있다",아서 코난 도일 저/남궁진 편역,센텐스,1,2025-07-01
140,전자책,138329647,인문／사회,"안녕, 하고 시를 만났다",최인영 저,양철북,1,2025-07-01
141,전자책,136304031,가정과생활,야닝야닝의 힙뜨개 : 초보 니터도 쉽게 완성하는 데일리 뜨개 소품 16,야닝야닝 저,빅피시,1,2025-07-01
142,전자책,138595562,인문／사회,어두울 때에야 보이는 것들이 있습니다,"슈테판 츠바이크 저/클라우스 그레브너,폴커 미헬스 편/배명자 역",다산초당,2,2025-07-01
143,전자책,138915169,문학,어떤 새의 이름을 아는 슬픈 너,문보영 저,위즈덤하우스,2,2025-07-01
144,전자책,139574957,문학,어떤 어른,김소영 저,사계절,2,2025-07-01
145,전자책,133845308,인문／사회,어떤 일은 그냥 벌어진다,브라이언 클라스 저/김문주 역,웅진지식하우스,2,2025-07-01
146,전자책,135439006,경제／경영,"어쨌든, 커피 : ‘진짜’를 만드는 스페셜티 카페들의 특별한 이야기",김승민 저,황금부엉이,1,2025-07-01
147,전자책,133906581,자기관리,여백 사고 : 비우는 여백에서 만드는 여백으로,야마자키 세이타로 저/김영주 역,북스톤,1,2025-07-01
148,전자책,139007331,예술／대중문화,예술과 인공지능,윤나라 저,커뮤니케이션북스,1,2025-07-01
149,전자책,134783935,문학,완전한 구원,에단 호크 저/김승욱 역,다산책방,2,2025-07-01
150,전자책,138364104,자연과과학,운동하는 사피엔스 : 움직이기 싫어하도록 진화한 몸을 어떻게 운동하게 할 것인가,대니얼 리버먼 저/왕수민 역,프시케의숲,1,2025-07-01
151,전자책,135179059,자기관리,"운명이 건네는 호의, Favor","이서윤,홍주연 저",화이트오션,1,2025-07-01
152,전자책,138724336,경제／경영,월 300 만원 버는 주식 투자 공식 : 미국 ETF 투자로 평생 월급 받는 법,진서빈 저,이든하우스,1,2025-07-01
153,전자책,135796803,가정과생활,유전자를 바꾸는 식단 : 인류 본래의 음식은 무엇인가,"캐서린 섀너핸,루크 섀너핸 저/박중환 역",세이버스,1,2025-07-01
154,전자책,134732229,문학,음악소설집,"김애란,김연수,윤성희,은희경,편혜영 저",프란츠,3,2025-07-01
155,전자책,139590676,문학,장수 고양이를 찾아서 : 9묘 9인 인터뷰집,황효진 저/정멜멜 사진,뉘앙스(NUANCE),1,2025-07-01
156,전자책,135178300,컴퓨터와인터넷,"정말 쉽네? 챗GPT 입문 : 이미지 생성, 상위 노출 블로그, 최신 모델 o1, 번역, 외국어 공부, 유튜브 쇼츠, 수익화, 나만의 GPT, 프롬프트 백과",오힘찬 저,골든래빗 주식회사,1,2025-07-01
157,전자책,133846446,경제／경영,좋은 리더를 넘어 위대한 리더로,"짐 콜린스,빌 레지어 저/이경식 역",흐름출판,2,2025-07-01
158,전자책,139562857,경제／경영,주식 투자 책 : 비기너 편 : 더 이상 미룰 수 없어서 시작했지만 뭐부터 해야 할지 몰라 고른 첫 번째 머니툽ㄱ,최광자 저,경이로움,1,2025-07-01
159,전자책,134796065,인문／사회,죽을 때까지 나를 다스린다는 것,기시미 이치로 저/김지윤 역,위즈덤하우스,2,2025-07-01
160,전자책,139709778,경제／경영,지금 당장 양자컴퓨터에 투자하라,권중현(가을바람) 저,애덤스미스,1,2025-07-01
161,전자책,136467234,경제／경영,진짜 하루만에 이해하는 제약·바이오 산업 : 강하나 전 애널리스트가 알려주는 제약·바이오 투자의 정석,강하나 저,티더블유아이지,1,2025-07-01
162,전자책,133970904,자연과과학,찬란한 멸종,이정모 저,다산북스,2,2025-07-01
163,전자책,134635106,인문／사회,"초가공식품, 음식이 아닌 음식에 중독되다",크리스 반 툴레켄 저/김성훈 역,웅진지식하우스,2,2025-07-01
164,전자책,138724334,경제／경영,"트럼프 2.0 : 트럼프의 귀환, 놓쳐서는 안 될 정책 변화와 산업 트렌드","김광석,박세익,박정호,오태민 저",이든하우스,1,2025-07-01
165,전자책,135179404,경제／경영,플랫폼을 지배하는 조회수의 법칙 : 수익형 콘텐츠를 위한 6단계 SNS 마케팅,게리 바이너척 저/이지민 역,알에이치코리아(RHK),2,2025-07-01
166,전자책,133892207,인문／사회,한옥 적응기,정기황 저,빨간소금,1,2025-07-01
167,전자책,133846448,인문／사회,"향신료 전쟁 : 세계화, 제국주의, 주식회사를 탄생시킨 향신료 탐욕사",최광용 저,한겨레출판,2,2025-07-01
168,전자책,125543935,자기관리,결정하는 습관,리처드 모란 저/이지민 역,북스톤,1,2025-07-01
169,전자책,110283047,문학,루카치를 읽는 밤,조현 저,폭스코너,1,2025-07-01
170,전자책,131986025,경제／경영,챔피언처럼 생각하고 거래하라,마크 미너비니 저/ 송미리 역/ 김대현 감수,이레미디어,2,2025-07-01
171,전자책,115785682,인문／사회,폭풍이 지나가고,댄 야카리노 글그림/김경연 역,다봄,1,2025-07-01
172,전자책,118471205,인문／사회,#낫워킹맘 : 워킹맘도 전업주부도 아닌 우리들,낫워킹맘 저,나비클럽,1,2025-07-01
173,전자책,126046235,어린이/청소년,(보기만 해도 쉽게 풀리는) 어린이 수학 도감,"남택진,이현욱 글/정은혜 그림",다락원,1,2025-07-01
174,전자책,125069661,인문／사회,"0.6의 공포, 사라지는 한국 : 아이가 있는 미래는 무엇으로 가능한가",정재훈 저,21세기북스,2,2025-07-01
175,전자책,125616126,인문／사회,0924 청소년 심리학 : 사춘기에서 성인 이행기의 청소년들을 심리학으로 바라보다,고건 저,지식과감성#,1,2025-07-01
176,전자책,128859877,가정과생활,"0~3세 기적의 뇌과학 육아 : 컬럼비아대 뇌과학자 엄마가 알려주는 생후 1,000일 애착 형성 가이드",그리어 커센바움 저/이은정 역,21세기북스,2,2025-07-01
177,전자책,119765571,가정과생활,0~5세 골든 브레인 육아법  : 스탠퍼드 박사 엄마가 알려 주는 영유아 두뇌 발달 컨설팅,김보경 저,웨일북,1,2025-07-01
178,전자책,122426281,경제／경영,1%를 읽는 힘,메르 저,토네이도,2,2025-07-01
179,전자책,116575761,경제／경영,100대 기업 ESG 담당자가 가장 자주 하는 질문,"김태한,정현상 공저",세이코리아,1,2025-07-01
180,전자책,125752656,경제／경영,100배 식당 장사의 비밀,이미나 저,라온북,1,2025-07-01
181,전자책,125136551,가정과생활,"100세 시대, 茶와의 동행 : 茶와 건강",김종욱 저,지식과감성#,1,2025-07-01
182,전자책,124623419,자기관리,100일 아침 습관의 기적,켈리 최 저,다산북스,2,2025-07-01
183,전자책,126984058,어린이/청소년,10대가 가장 알고 싶은 기후변화 최다질문 TOP 50,반기성 저,메이트북스,1,2025-07-01
184,전자책,118030431,어린이/청소년,10대가 가짜 과학에 빠지지 않는 20가지 방법,마크 짐머 저/이경아 역,오유아이,1,2025-07-01
185,전자책,110230462,어린이/청소년,10대라면 반드시 알아야 할 4차 산업혁명과 인공지능 : 미래를 바꾸는 디지털 시대와 인공지능을  이해하는 44가지 질문들,"신성권,서대호 공저",팬덤북스,1,2025-07-01
186,전자책,125386679,어린이/청소년,10대라면 반드시 알아야 할 한국 근현대사,유정호 저,팬덤북스,1,2025-07-01
187,전자책,129059972,컴퓨터와인터넷,10대를 위한 데이터과학 with 파이썬,"구덕회,권다혜,박소연 공저",잇플ITPLE,1,2025-07-01
188,전자책,124406657,어린이/청소년,10대를 위한 워런 버핏 경제 수업,"안석훈,이경민,홍혜민 저",넥스트씨,1,2025-07-01
189,전자책,118856685,어린이/청소년,"10대에 의료계가 궁금한 나, 어떻게 할까? : 인공지능 의사부터 로봇과 함께하는 의료 현장까지, 의료인을 꿈꾸는 10대가 알아야 할 미래",오쿠 신야 저/김정환 역/예병일 감수,오유아이,1,2025-07-01
190,전자책,125385573,가정과생활,10분 완성 초등 글쓰기 : 32년 차 현직 교사의 문해력과 창의력 키우는 글쓰기 비법,박은주 저,시대인,1,2025-07-01
191,전자책,126286090,가정과생활,10일간의 영국 일주 인문학 여행,임상우 저,지식공감,1,2025-07-01
192,전자책,126789124,인문／사회,"12·12 : 정승화, 장태완 등 관련자 100인의 증언과  사진으로 재구성한 12·12 그날의 진실",이계성 저,폴리티쿠스,1,2025-07-01
193,전자책,125994336,어린이/청소년,14살의 말 공부 : 친구에게 상처 주기도 상처 받기도 싫은 십 대를 위한,이임숙 저,21세기북스,2,2025-07-01
194,전자책,125992566,자기관리,150년 하버드 사고력 수업 : 세계 최고 명문 대학이 전수하는 생각 비법,송숙희 저,유노북스,1,2025-07-01
195,전자책,126113410,인문／사회,1592 진주성 : 전라도로 가는 마지막 관문,권숯돌 글/정용연 그림,레드리버,2,2025-07-01
196,전자책,127045664,어린이/청소년,169층 나무 집,앤디 그리피스 글/테리 덴톤 그림/신수진 역,시공주니어,1,2025-07-01
197,전자책,126012130,문학,1974년 08월 15일,황천우 저,메이킹북스,1,2025-07-01
